identifier,type,currentTag,nfcSerial,locationName,status,keyCount,fobCount,keyDescription,address,notes
A24-19-99,Night Shift,,,No Keys Held,Present,0,0,,"90 Carlisle Road, Hamilton, ML3 7TX   ",Keybox on site
A24-200,Day Shift,,,Van 1,Present,10,0,,"Kilmacolm Golf Club, Porterfield Road, Kilmacolm, PA11 3EN ",
A24-200,Night Shift,,,Van 2,Present,10,0,,"Kilmacolm Golf Club, Porterfield Road, Kilmacolm, PA11 3EN ",
A24-203,Day Shift,,,Van 1,Present,1,1,,"Carlton Building, 63 Carlton Place, Glasgow, G5 9TW ",
A24-203,Night Shift,,,Van 2,Present,1,1,,"Carlton Building, 63 Carlton Place, Glasgow, G5 9TW ",
A24-205,Day Shift,,,Van 1,Present,2,1,,"St Columba’s Junior School, Knockbuckle Rd, Kilmacolm PA13 4EQ ",
A24-205,Night Shift,,,Van 2,Present,2,1,,"St Columba’s Junior School, Knockbuckle Rd, Kilmacolm PA13 4EQ ",
A24-205,Day Shift,,,Van 1,Present,2,1,,"St Columba’s Senior School, Duchal Rd, Kilmacolm PA13 4AU ",
A24-205,Night Shift,,,Van 2,Present,2,1,,"St Columba’s Senior School, Duchal Rd, Kilmacolm PA13 4AU ",
A24-206,Day Shift,,,Van 1,Present,12,1,,"The Great Western Auctions Ltd, 1291 Dumbarton Rd, Glasgow, G14 9UY ",
A24-206,Night Shift,,,Van 2,Present,12,1,,"The Great Western Auctions Ltd, 1291 Dumbarton Rd, Glasgow, G14 9UY ",
A24-207,Day Shift,,,Van 1,Present,2,2,,"Johnstone Credit Union Ltd, 26 Church Street, Johnstone, PA5 8DU ",
A24-207,Night Shift,,,Van 2,Present,2,2,,"Johnstone Credit Union Ltd, 26 Church Street, Johnstone, PA5 8DU ",
A24-209,Day Shift,,,Van 1,Present,5,0,,"9 Eglinton Drive, Giffnock, Glasgow, G467NQ ",
A24-209,Night Shift,,,Van 2,Present,5,0,,"9 Eglinton Drive, Giffnock, Glasgow, G467NQ ",
A24-210,Day Shift,,,Van 1,Present,2,0,,"SLR Consulting Ltd, 93 South Woodside Road, Glasgow, G20 6NT ",
A24-210,Night Shift,,,Van 2,Present,2,0,,"SLR Consulting Ltd, 93 South Woodside Road, Glasgow, G20 6NT ",
A24-211,Day Shift,,,Van 1,Present,5,1,,"Story Contracting Ltd, Whistleberry Rd, Blantyre, Glasgow G72 0TA ",
A24-211,Night Shift,,,Van 2,Present,5,1,,"Story Contracting Ltd, Whistleberry Rd, Blantyre, Glasgow G72 0TA ",
A24-212,Day Shift,,,Van 1,Present,5,0,,"GPRS - Allscot, Unit 2 Southpoint, 15 Lawmoor Rd, Dixon Blazes Ind Est, Glasgow, G5 0UG ",
A24-212,Night Shift,,,Van 2,Present,5,0,,"GPRS - Allscot, Unit 2 Southpoint, 15 Lawmoor Rd, Dixon Blazes Ind Est, Glasgow, G5 0UG ",
A24-214,Day Shift,,,Van 1,Present,2,2,,"West Boathouse, Glasgow Green, G1 5QA ",
A24-214,Night Shift,,,Van 2,Present,2,1,,"West Boathouse, Glasgow Green, G1 5QA ",
A24-215,Day Shift,,,Van 1,Present,2,1,,"Govan Housing, 35 McKechnie Street Glasgow G51 3AQ ",
A24-215,Night Shift,,,Van 2,Present,2,1,,"Govan Housing, 35 McKechnie Street Glasgow G51 3AQ ",
A24-216,Day Shift,,,Van 1,Present,2,1,,"Dorsuite, 17 Law Place, Nerston Ind Est, East Kilbride, G74 4QL ",
A24-216,Night Shift,,,Van 2,Present,2,1,,"Dorsuite, 17 Law Place, Nerston Ind Est, East Kilbride, G74 4QL ",
A24-217,Day Shift,,,Van 1,Present,1,0,,"United Kingdom Testing and Certification, Cairnmuir Road, East Kilbride, G74 4GY ",
A24-217,Night Shift,,,Van 2,Present,1,1,,"United Kingdom Testing and Certification, Cairnmuir Road, East Kilbride, G74 4GY ",
A24-218,Day Shift,,,Van 1,Present,1,0,,"65 Bath St,Glasgow, G2 2BX ",
A24-218,Night Shift,,,Van 2,Present,1,0,,"65 Bath St,Glasgow, G2 2BX ",
A24-219,Day Shift,,,Van 1,Present,1,0,,"180 Hope Street, Glasgow, G2 2UE ",
A24-219,Night Shift,,,Van 2,Present,1,0,,"180 Hope Street, Glasgow, G2 2UE ",
A24-220,Day Shift,,,Van 1,Present,2,0,,"Fyfe Chambers, 105 West George Street, Glasgow, G2 1QX ",
A24-220,Night Shift,,,Van 2,Present,3,1,,"Fyfe Chambers, 105 West George Street, Glasgow, G2 1QX ",
A24-221,Day Shift,,,Van 1,Present,1,0,,"299 West George St, Glasgow, G2 4LF ",
A24-221,Night Shift,,,Van 2,Present,1,0,,"299 West George St, Glasgow, G2 4LF ",
A24-222,Day Shift,,,Van 1,Present,2,0,,"33A Gordon St, Glasgow, G1 3PF ",
A24-222,Night Shift,,,Van 2,Present,2,0,,"33A Gordon St, Glasgow, G1 3PF ",
A24-223,Day Shift,,,Van 1,Present,2,2,,"53 Ballindalloch Drive, Glasgow, G31 3DQ ",
A24-223,Night Shift,,,Van 2,Present,2,2,,"53 Ballindalloch Drive, Glasgow, G31 3DQ ",
A24-224,Day Shift,,,Van 1,Present,2,1,,"10 Sannox Gardens, Glasgow, G31 3JE ",
A24-224,Night Shift,,,Van 2,Present,2,0,,"10 Sannox Gardens, Glasgow, G31 3JE ",
A24-225,Day Shift,,,Van 1,Present,4,1,,"Millies Café, 108 Roebank Street, Glasgow, G31 ",
A24-225,Night Shift,,,Van 2,Present,4,1,,"Millies Café, 108 Roebank Street, Glasgow, G31 ",
A24-226,Day Shift,,,Van 1,Present,2,1,,"Sports Hub, Alexandra Park, Glasgow, G31 3JJ ",
A24-226,Night Shift,,,Van 2,Present,2,1,,"Sports Hub, Alexandra Park, Glasgow, G31 3JJ ",
A24-227,Day Shift,,,Van 1,Present,5,2,,"Bluevale Hall, 30 Abernethy Street, Glasgow, G31 3SX ",
A24-227,Night Shift,,,Van 2,Present,5,2,,"Bluevale Hall, 30 Abernethy Street, Glasgow, G31 3SX ",
A24-228,Day Shift,,,Van 1,Present,2,2,,"Play Away Nursery, 10 Dukes Wynd, Glasgow, G4 0WX ",
A24-228,Night Shift,,,Van 2,Present,2,1,,"Play Away Nursery, 10 Dukes Wynd, Glasgow, G4 0WX ",
A24-229,Day Shift,,,Van 1,Present,2,1,,"Recycling Centre, 102 Roebank Street, Glasgow, G31 3EA ",
A24-229,Night Shift,,,Van 2,Present,2,1,,"Recycling Centre, 102 Roebank Street, Glasgow, G31 3EA ",
A24-230,Day Shift,,,Van 1,Present,2,0,,"1 Culloden Street, Glasgow, G31 3NX ",
A24-230,Night Shift,,,Van 2,Present,2,0,,"1 Culloden Street, Glasgow, G31 3NX ",
A24-231,Day Shift,,,Van 1,Present,1,1,,"100 Duke Street, Glasgow, G4 0UH ",
A24-231,Night Shift,,,Van 2,Present,1,1,,"100 Duke Street, Glasgow, G4 0UH ",
A24-232,Day Shift,,,Van 1,Present,1,1,,"106 Duke Street, Glasgow, G4 0UH ",
A24-232,Night Shift,,,Van 2,Present,1,1,,"106 Duke Street, Glasgow, G4 0UH ",
A24-233,Day Shift,,,Van 1,Present,1,1,,"110 Duke Street, Glasgow, G4 0UH ",
A24-233,Night Shift,,,Van 2,Present,1,1,,"110 Duke Street, Glasgow, G4 0UH ",
A24-234,Day Shift,,,Van 1,Present,1,1,,"1 Dukes Wynd, Glasgow, G4 0UH ",
A24-234,Night Shift,,,Van 2,Present,1,1,,"1 Dukes Wynd, Glasgow, G4 0UH ",
A24-235,Day Shift,,,Van 1,Present,1,1,,"3 Dukes Wynd, Glasgow, G4 0WX ",
A24-235,Night Shift,,,Van 2,Present,1,1,,"3 Dukes Wynd, Glasgow, G4 0WX ",
A24-236,Day Shift,,,Van 1,Present,3,0,,"Hardie Polymers Ltd, Cadder House, 160 Clober Road, Milngavie, G62 7LW ",
A24-236,Night Shift,,,Van 2,Present,3,0,,"Hardie Polymers Ltd, Cadder House, 160 Clober Road, Milngavie, G62 7LW ",
A24-238,Day Shift,,,No Keys Held,Present,0,0,,"55 Harcourt Drive, Glasgow, G31 3HG ",
A24-238,Night Shift,,,No Keys Held,Present,0,0,,"55 Harcourt Drive, Glasgow, G31 3HG ",
A24-239,Day Shift,,,Van 1,Present,1,2,,"124 St Vincent Street, Glasgow, G2 5HF ",
A24-239,Night Shift,,,Van 2,Present,1,1,,"124 St Vincent Street, Glasgow, G2 5HF ",
A24-239,Lock Up,,,Van 3,Present,1,2,,"124 St Vincent Street, Glasgow, G2 5HF ",
A24-240,Day Shift,,,Van 1,Present,1,1,,"Govanhill Baths, 99 Calder St, Glasgow G42 7RA ",
A24-240,Night Shift,,,Van 2,Present,1,0,,"Govanhill Baths, 99 Calder St, Glasgow G42 7RA ",
A24-241,Day Shift,,,Van 1,Present,1,1,,"Bristol & West House, 78-82 Union Street, Glasgow, G12 3QS ",
A24-241,Night Shift,,,Van 2,Present,1,1,,"Bristol & West House, 78-82 Union Street, Glasgow, G12 3QS ",
A24-242,Day Shift,,,Van 1,Present,2,1,,"Houston Bottling, 95 Wright Street, Renfrew, PA4 8AN ",
A24-242,Night Shift,,,Van 2,Present,2,1,,"Houston Bottling, 95 Wright Street, Renfrew, PA4 8AN ",
A24-243,Day Shift,,,Van 1,Present,2,0,,"The Ker Practice, 30 Croftfoot Road, Glasgow, G44 5JT ",
A24-243,Night Shift,,,Van 2,Present,2,0,,"The Ker Practice, 30 Croftfoot Road, Glasgow, G44 5JT ",
A24-245,Day Shift,,,Van 1,Present,4,0,,"Newarthill Credit Union Ltd, 111-113 High Street, Newarthill, Motherwell, ML1 5JH ",
A24-245,Night Shift,,,Van 2,Present,4,0,,"Newarthill Credit Union Ltd, 111-113 High Street, Newarthill, Motherwell, ML1 5JH ",
A24-246,Day Shift,,,Van 1,Present,1,2,,"Govan Home Team, 246 Edmiston Drive, Glasgow, G51 2YU ",
A24-246,Night Shift,,,Van 2,Present,1,2,,"Govan Home Team, 246 Edmiston Drive, Glasgow, G51 2YU ",
A24-247,Day Shift,,,No Keys Held,Present,0,0,,"Jim Stephen House, 20 Wanlock Street, Glasgow, G51 3AB ",
A24-247,Night Shift,,,No Keys Held,Present,0,0,,"Jim Stephen House, 20 Wanlock Street, Glasgow, G51 3AB ",
A24-248,Day Shift,,,Van 1,Present,1,2,,"Fire Brigades Union, 52 St Enoch Square, 4th Floor, Glasgow, G1 4AA ",
A24-248,Night Shift,,,Van 2,Present,1,2,,"Fire Brigades Union, 52 St Enoch Square, 4th Floor, Glasgow, G1 4AA ",
A24-249,Day Shift,,,Van 1,Present,1,0,,"Visibility Scotland, 2 Queens Crescent, Glasgow, G4 9BW ",
A24-249,Night Shift,,,Van 2,Present,5,2,,"Visibility Scotland, 2 Queens Crescent, Glasgow, G4 9BW ",
A24-250,Day Shift,,,No Keys Held,Present,0,0,,"Communal Centre, 60 Oran Place, Glasgow, G20 8BB ",
A24-250,Night Shift,,,No Keys Held,Present,0,0,,"Communal Centre, 60 Oran Place, Glasgow, G20 8BB ",
A24-251,Day Shift,,,Van 1,Present,2,2,,"1-8 Academy Court, Chryston, G69 9BT ",
A24-251,Night Shift,,,Van 2,Present,2,2,,"1-8 Academy Court, Chryston, G69 9BT ",
A24-252,Day Shift,,,Van 1,Present,5,0,,"MacInnes Medical Centre, 60 High Street, Newarthill, ML1 5JU ",
A24-252,Night Shift,,,Van 2,Present,5,0,,"MacInnes Medical Centre, 60 High Street, Newarthill, ML1 5JU ",
A24-253,Day Shift,,,Van 1,Present,2,0,,"Richard Austin Alloys, 31 Dunivaig Road, Glasgow G33 4TP ",
A24-253,Night Shift,,,Van 2,Present,1,0,,"Richard Austin Alloys, 31 Dunivaig Road, Glasgow G33 4TP ",
A24-254,Day Shift,,,No Keys Held,Present,0,0,,"2 Sandstone Drive, Thornliebank, Glasgow G46 7RD ",
A24-254,Night Shift,,,No Keys Held,Present,0,0,,"2 Sandstone Drive, Thornliebank, Glasgow G46 7RD ",
A24-255,Day Shift,,,Van 1,Present,4,1,,"176-178 Bath Street, Glasgow, G2 4HG ",
A24-255,Night Shift,,,Van 2,Present,4,1,,"176-178 Bath Street, Glasgow, G2 4HG ",
A24-256,Day Shift,,,Van 1,Present,1,1,,"Wellington Place, 107 West Regent Street, Glasgow, G2 2BA ",
A24-256,Night Shift,,,Van 2,Present,1,1,,"Wellington Place, 107 West Regent Street, Glasgow, G2 2BA ",
A24-258,Day Shift,,,Van 1,Present,3,2,,"Urban Union Ltd, Orion House, 7 Robroyston Oval, Glasgow, G33 1AP ",
A24-258,Night Shift,,,Van 2,Present,3,2,,"Urban Union Ltd, Orion House, 7 Robroyston Oval, Glasgow, G33 1AP ",
A24-259,Day Shift,,,No Keys Held,Present,0,0,,"Maccabi GB, May Terrace, Giffnock, Glasgow, G46 6LD ",
A24-259,Night Shift,,,No Keys Held,Present,0,0,,"Maccabi GB, May Terrace, Giffnock, Glasgow, G46 6LD ",
A24-260,Day Shift,,,Van 1,Present,2,1,,"Woodfarm High School, Robslee Road, Glasgow, G46 7HG ",
A24-260,Night Shift,,,Van 2,Present,3,1,,"Woodfarm High School, Robslee Road, Glasgow, G46 7HG ",
A24-261,Day Shift,,,Van 1,Present,2,1,,"Carlibar Primary School, Carlibar Rd, Barrhead, Glasgow G78 1BD ",
A24-261,Night Shift,,,Van 2,Present,2,1,,"Carlibar Primary School, Carlibar Rd, Barrhead, Glasgow G78 1BD ",
A24-262,Day Shift,,,Van 1,Present,2,1,,"Mearns Castle High School, Waterfoot Road, Glasgow G77 5GU ",
A24-262,Night Shift,,,Van 2,Present,2,1,,"Mearns Castle High School, Waterfoot Road, Glasgow G77 5GU ",
A24-263,Day Shift,,,Van 1,Present,2,1,,"Williamwood High School, Eaglesham Road, Clarkston, Glasgow G76 8RF ",
A24-263,Night Shift,,,Van 2,Present,2,1,,"Williamwood High School, Eaglesham Road, Clarkston, Glasgow G76 8RF ",
A24-265,Day Shift,,,Van 1,Present,2,3,,"Cairellot Nursery, Greenock Rd, Bishopton, PA7 5AW ",
A24-265,Night Shift,,,Van 2,Present,2,3,,"Cairellot Nursery, Greenock Rd, Bishopton, PA7 5AW ",
A24-266,Day Shift,,,Van 1,Present,1,0,,"LCP Property, Drumchapel Shopping Centre, 59-61 Kinfauns Drive, Glasgow, G15 7TG ",
A24-266,Night Shift,,,Van 2,Present,1,0,,"LCP Property, Drumchapel Shopping Centre, 59-61 Kinfauns Drive, Glasgow, G15 7TG ",
A24-267,Day Shift,,,Van 1,Present,2,0,,"LCP Property LCP, Drumchapel Microshop (The Indoor Market), 12-14 Dunkenny Square, Drumchapel, G15 8NG ",
A24-267,Night Shift,,,Van 2,Present,2,0,,"LCP Property LCP, Drumchapel Microshop (The Indoor Market), 12-14 Dunkenny Square, Drumchapel, G15 8NG ",
A24-268,Day Shift,,,Van 1,Present,1,0,,"LCP Property, Behind Card Factory, 86 Main Street, Wishaw, ML2 7LU ",
A24-268,Night Shift,,,Van 2,Present,1,0,,"LCP Property, Behind Card Factory, 86 Main Street, Wishaw, ML2 7LU ",
A24-269,Day Shift,,,Van 1,Present,1,1,,"The Health and Social Care Alliance Scotland, 310 St Vincent Street, Glasgow, G2 5RU ",
A24-269,Night Shift,,,Van 2,Present,1,1,,"The Health and Social Care Alliance Scotland, 310 St Vincent Street, Glasgow, G2 5RU ",
A24-270,Day Shift,,,Van 1,Present,1,1,,"Peak Scientific, Cherry Tree House (HQ), 10 Fountain Crescent, Inchinnan, PA4 9RE ",
A24-270,Night Shift,,,Van 2,Present,1,1,,"Peak Scientific, Cherry Tree House (HQ), 10 Fountain Crescent, Inchinnan, PA4 9RE ",
A24-271,Day Shift,,,Van 1,Present,1,1,,"Peak Scientific, Rowan Tree House, 101 Fountain Crescent, Inchinnan, PA4 9RE ",
A24-271,Night Shift,,,Van 2,Present,1,1,,"Peak Scientific, Rowan Tree House, 101 Fountain Crescent, Inchinnan, PA4 9RE ",
A24-272,Day Shift,,,Van 1,Present,1,1,,"Peak Scientific, Cartside Warehouse, 2 Cartside Avenue, Inchinnan, PA4 9RX ",
A24-272,Night Shift,,,Van 2,Present,1,1,,"Peak Scientific, Cartside Warehouse, 2 Cartside Avenue, Inchinnan, PA4 9RX ",
A24-273,Day Shift,,,Van 1,Present,1,1,,"Peak Scientific, Block A, Kelburn Business Park, Port Glasgow, PA14 6BL ",
A24-273,Night Shift,,,Van 2,Present,1,1,,"Peak Scientific, Block A, Kelburn Business Park, Port Glasgow, PA14 6BL ",
A24-274,Day Shift,,,Van 1,Present,1,1,,"Peak Scientific, Block B, Units 2 & 3, Kelburn Business Park, Port Glasgow, PA14 6BL ",
A24-274,Night Shift,,,Van 2,Present,1,1,,"Peak Scientific, Block B, Units 2 & 3, Kelburn Business Park, Port Glasgow, PA14 6BL ",
A24-275,Day Shift,,,Van 1,Present,1,1,,"15 McFarlane Street, Paisley, PA3 1RY ",
A24-275,Night Shift,,,Van 2,Present,1,1,,"15 McFarlane Street, Paisley, PA3 1RY ",
A24-276,Day Shift,,,Van 1,Present,2,0,,"Flat 1, 24 Park Circus, Glasgow, G3 6AP ",
A24-276,Night Shift,,,Van 2,Present,2,0,,"Flat 1, 24 Park Circus, Glasgow, G3 6AP ",
A24-277,Day Shift,,,No Keys Held,Present,0,0,,"Ferguson Marine Stores, 2 Cartsdyke Avenue, James Watt Way, Greenock, PA15 1DT ",
A24-277,Night Shift,,,No Keys Held,Present,0,0,,"Ferguson Marine Stores, 2 Cartsdyke Avenue, James Watt Way, Greenock, PA15 1DT ",
A24-278,Day Shift,,,Van 1,Present,5,2,,"Clark Contracts, 23 McFarlane Street, Paisley, PA3 1RY (REF278)",
A24-278,Night Shift,,,Van 2,Present,5,2,,"Clark Contracts, 23 McFarlane Street, Paisley, PA3 1RY (REF278)",
A24-279,Day Shift,,,No Keys Held,Present,0,0,,"Anderson Anderson & Brown LLP (ABB Group), 133 Finnieston St, Glasgow, G3 8HB (REF279)",
A24-279,Night Shift,,,No Keys Held,Present,0,0,,"Anderson Anderson & Brown LLP (ABB Group), 133 Finnieston St, Glasgow, G3 8HB (REF279)",
A24-280,Day Shift,,,Van 1,Present,1,1,,"Paisley Housing Association, Assurance House 2 Lawn Street Paisley PA1 1HA (REF280)",
A24-280,Night Shift,,,Van 2,Present,1,1,,"Paisley Housing Association, Assurance House 2 Lawn Street Paisley PA1 1HA (REF280)",
A24-281,Day Shift,,,Van 1,Present,1,2,,"Calvay Housing Association Ltd, The Calvay Centre, 16 Calvay Rd, Glasgow, G33 4RE (REF281)",
A24-281,Night Shift,,,Van 2,Present,1,2,,"Calvay Housing Association Ltd, The Calvay Centre, 16 Calvay Rd, Glasgow, G33 4RE (REF281)",
A24-282,Day Shift,,,No Keys Held,Present,0,0,,"Thornliebank Resource Centre, Robslee Drive, Giffnock, Glasgow G46 7BA (REF282)",
A24-282,Night Shift,,,No Keys Held,Present,0,0,,"Thornliebank Resource Centre, Robslee Drive, Giffnock, Glasgow G46 7BA (REF282)",
A24-283,Day Shift,,,Van 1,Present,1,1,,"LCP Cambuslang Ltd, Unit 1-9, Cambuslang Gate, 31-45 Main Street, Cambuslang, G72 7HB ",
A24-283,Night Shift,,,Van 2,Present,1,0,,"LCP Cambuslang Ltd, Unit 1-9, Cambuslang Gate, 31-45 Main Street, Cambuslang, G72 7HB ",
A24-284,Day Shift,,,Van 1,Present,1,1,,"Includem, Unit 6000, Academy Office Park, Gower Street, Glasgow, G51 1PR (REF284)",
A24-284,Night Shift,,,Van 2,Present,1,1,,"Includem, Unit 6000, Academy Office Park, Gower Street, Glasgow, G51 1PR (REF284)",
A24-285,Day Shift,,,No Keys Held,Present,0,0,,"1 Napier Road, Glasgow, G51 2LQ ",
A24-285,Night Shift,,,No Keys Held,Present,0,0,,"1 Napier Road, Glasgow, G51 2LQ ",
A24-286,Day Shift,,,No Keys Held,Present,0,0,,"2 Napier Road, Glasgow, G51 2LQ ",
A24-286,Night Shift,,,No Keys Held,Present,0,0,,"2 Napier Road, Glasgow, G51 2LQ ",
A24-287,Day Shift,,,No Keys Held,Present,0,0,,"4 Napier Road, Glasgow, G51 2LG ",
A24-287,Night Shift,,,No Keys Held,Present,0,0,,"4 Napier Road, Glasgow, G51 2LG ",
A24-288,Day Shift,,,Van 1,Present,1,0,,"8 Water Row, Glasgow, G51 2LQ ",
A24-288,Night Shift,,,Van 2,Present,2,0,,"8 Water Row, Glasgow, G51 2LQ ",
A24-289,Night Shift,,,Van 2,Present,2,0,,"Bibby Financial Services, 1/1, 142 St. Vincent Street, Glasgow, G2 5LA ",
A24-289,Day Shift,,,No Keys Held,Present,0,0,,"14 Water Row, Glasgow, G51 2LQ ",
A24-289,Night Shift,,,No Keys Held,Present,0,0,,"14 Water Row, Glasgow, G51 2LQ ",
A24-290,Day Shift,,,No Keys Held,Present,0,0,,"20 Water Row, Glasgow, G51 2LQ ",
A24-290,Night Shift,,,No Keys Held,Present,0,0,,"20 Water Row, Glasgow, G51 2LQ ",
A24-291,Day Shift,,,Van 1,Present,3,1,,"The Tower, 48 Cleveden Drive, Glasgow, G12 0NU ",
A24-291,Night Shift,,,No Keys Held,Present,0,0,,"The Tower, 48 Cleveden Drive, Glasgow, G12 0NU ",
A24-292,Day Shift,,,Van 1,Present,7,1,,"Houston Bottling & Co-Pack, Vale of Leven Industrial Estate, Block 6, Dumbarton, G82 3PD ",
A24-292,Night Shift,,,Van 2,Present,7,1,,"Houston Bottling & Co-Pack, Vale of Leven Industrial Estate, Block 6, Dumbarton, G82 3PD",
A24-293,Day Shift,,,Van 1,Present,2,0,,"132 West Nile St, Glasgow, G12RQ",
A24-293,Night Shift,,,Van 2,Present,2,0,,"132 West Nile St, Glasgow, G12RQ",
A24-295,Day Shift,,,No Keys Held,Present,0,0,,"Scotsman Group PLC, Elmbank Development, External Pods, 10 Elmbank Street, Glasgow, G2 4DL ",
A24-295,Night Shift,,,No Keys Held,Present,0,0,,"Scotsman Group PLC, Elmbank Development, External Pods, 10 Elmbank Street, Glasgow, G2 4DL ",
A24-295-1,Day Shift,,,Van 1,Present,2,1,,"Scotsman Group PLC, Elmbank Development, Elmbank House 5, 10 Elmbank Street, Glasgow, G2 4DL ",
A24-295-1,Night Shift,,,Van 2,Present,2,1,,"Scotsman Group PLC, Elmbank Development, Elmbank House 5, 10 Elmbank Street, Glasgow, G2 4DL ",
A24-295-2,Day Shift,,,Van 1,Present,3,1,,"Scotsman Group PLC, Elmbank Development, Elmbank House 6, 10 Elmbank Street, Glasgow, G2 4DL ",
A24-295-2,Night Shift,,,Van 2,Present,3,1,,"Scotsman Group PLC, Elmbank Development, Elmbank House 6, 10 Elmbank Street, Glasgow, G2 4DL ",
A24-295-3,Day Shift,,,Van 1,Present,2,0,,"Scotsman Group PLC, Elmbank Development, Elmbank House 7, 10 Elmbank Street, Glasgow, G2 4DL ",
A24-295-3,Night Shift,,,Van 2,Present,2,0,,"Scotsman Group PLC, Elmbank Development, Elmbank House 7, 10 Elmbank Street, Glasgow, G2 4DL ",
A24-295-4,Day Shift,,,Van 1,Present,2,0,,"Scotsman Group PLC, Elmbank Development, Elmbank House 8, 10 Elmbank Street, Glasgow, G2 4DL",
A24-295-4,Night Shift,,,Van 2,Present,2,1,,"Scotsman Group PLC, Elmbank Development, Elmbank House 8, 10 Elmbank Street, Glasgow, G2 4DL",
A24-295-5,Day Shift,,,Van 1,Present,2,1,,"Scotsman Group PLC, Elmbank Development, Elmbank House 9, 10 Elmbank Street, Glasgow, G2 4DL ",
A24-295-5,Night Shift,,,Van 2,Present,2,1,,"Scotsman Group PLC, Elmbank Development, Elmbank House 9, 10 Elmbank Street, Glasgow, G2 4DL",
A24-295-6,Day Shift,,,Van 1,Present,2,0,,"Scotsman Group PLC, Elmbank Development, Elmbank House 10, 10 Elmbank Street, Glasgow, G2 4DL ",
A24-295-6,Night Shift,,,Van 2,Present,2,0,,"Scotsman Group PLC, Elmbank Development, Elmbank House 10, 10 Elmbank Street, Glasgow, G2 4DL",
A24-296,Day Shift,,,Van 1,Present,1,0,,"Scottish Friendly, Galbraith House, 16 Blythswood Square, Glasgow, G2 4HJ",
A24-296,Night Shift,,,Van 2,Present,1,1,,"Scottish Friendly, Galbraith House, 16 Blythswood Square, Glasgow, G2 4HJ",
A24-300,Day Shift,,,Van 1,Present,2,1,,West Dumbartonshire Schools Master Key,
A24-300,Night Shift,,,Van 2,Present,2,1,,West Dumbartonshire Schools Master Key,
A24-300-1,Day Shift,,,Van 1,Present,1,0,,"St Peter the Apostle High School, 30 Kirkoswald Drive, Clydebank G81 2DB",
A24-300-1,Night Shift,,,Van 2,Present,1,0,,"St Peter the Apostle High School, 30 Kirkoswald Drive, Clydebank G81 2DB",
A24-300-2,Day Shift,,,Van 1,Present,2,0,,"Vale of Leven High School Main Street, Alexandria G83 0BH",
A24-300-2,Night Shift,,,Van 2,Present,2,0,,"Vale of Leven High School Main Street, Alexandria G83 0BH ",
A24-300-3,Day Shift,,,Van 1,Present,1,0,,"Clydebank High School, 46 Janetta Street, West Dunbartonshire Council G81 3EJ",
A24-300-3,Night Shift,,,Van 2,Present,1,0,,"Clydebank High School, 46 Janetta Street, West Dunbartonshire Council G81 3EJ ",
A24-300-4,Day Shift,,,Van 1,Present,1,0,,"St Eunans Primary School Gilmour Street, Clydebank G81 2BW",
A24-300-4,Night Shift,,,Van 2,Present,1,0,,"St Eunans Primary School Gilmour Street, Clydebank G81 2BW",
A24-301,Day Shift,,,Van 1,Present,4,1,,"Aberlour Childcare Trust, Cambridge House, 8 Cambridge Street, Glasgow, G2 3DZ",
A24-301,Night Shift,,,Van 2,Present,4,1,,"Aberlour Childcare Trust, Cambridge House, 8 Cambridge Street, Glasgow, G2 3DZ ",
A24-302,Day Shift,,,Van 1,Present,0,0,,"GallifordTry, 2nd Floor, Rowan House, 1 Robroyston Oval, Glasgow, G33 1AP",
A24-302,Night Shift,,,Van 2,Present,0,0,,"GallifordTry, 2nd Floor, Rowan House, 1 Robroyston Oval, Glasgow, G33 1AP",
A24-303,Day Shift,,,Van 1,Present,1,1,,"Flowplant Group Ltd, Unit 4, Eglington Trading Estate, G5 9QJ",
A24-303,Night Shift,,,Van 2,Present,1,1,,"Flowplant Group Ltd, Unit 4, Eglington Trading Estate, G5 9QJ",
A24-304,Day Shift,,,Van 1,Present,0,0,,"Right There, Unit E2, Rosemount Business Park, 145 Charles Street, Royston, G21 2QA",
A24-304,Night Shift,,,Van 2,Present,0,0,,"Right There, Unit E2, Rosemount Business Park, 145 Charles Street, Royston, G21 2QA ",
A24-305,Day Shift,,,Van 1,Present,0,0,,"Health Innovation Hub, Linthouse Rd, Glasgow, G51 4RY ",
A24-305,Night Shift,,,Van 2,Present,0,0,,"Health Innovation Hub, Linthouse Rd, Glasgow, G51 4RY ",
A24-306,Day Shift,,,Van 1,Present,3,0,,"116 West Regent St, Glasgow, G2 2QD",
A24-306,Night Shift,,,Van 2,Present,3,0,,"116 West Regent St, Glasgow, G2 2QD",
A24-307,Day Shift,,,Van 1,Present,3,0,,"Airbles House, Airbles Road, Motherwell ML1 3AT",
A24-307,Night Shift,,,Van 2,Present,3,0,,"Airbles House, Airbles Road, Motherwell ML1 3AT ",
A24-308,Day Shift,,,Van 1,Present,1,0,,"RSK Richard Irvin Office & Brushworks Climbing Gym, 74 Black Street, Glasgow, G4 0EF",
A24-308,Night Shift,,,Van 2,Present,2,0,,"RSK Richard Irvin Office & Brushworks Climbing Gym, 74 Black Street, Glasgow, G4 0EF",
A24-309,Day Shift,,,No Keys Held,Present,0,0,,"Laings, 46-50 Argyll Arcade, Buchanan Street, G2 8BG",
A24-309,Night Shift,,,No Keys Held,Present,0,0,,"Laings, 46-50 Argyll Arcade, Buchanan Street, G2 8BG",
